"source","source_text","target","target_text"
"iahperson_00000101","eliza richards","sh0000506","american civil war"
"iahperson_00000101","eliza richards","sh0000507","19th century america"
"iahperson_00000101","eliza richards","sh0000512","american studies"
"iahperson_00000103","elizabeth engelhardt","sh0000036","material culture"
"iahperson_00000103","elizabeth engelhardt","sh0000286","food"
"iahperson_00000103","elizabeth engelhardt","sh0000473","american south"
"iahperson_00000103","elizabeth engelhardt","sh0000512","American Studies"
"iahperson_00000103","elizabeth engelhardt","sh0000524","women's studies"
"iahperson_00000103","elizabeth engelhardt","sh0000765","Food habits"
"iahperson_00000103","elizabeth engelhardt","sh0000766","Food habits--United States"
"iahperson_00000103","elizabeth engelhardt","sh0000767","Food--Social aspects"
"iahperson_00000103","elizabeth engelhardt","sh0000768","Cooking, American--Southern style"
"iahperson_00000103","elizabeth engelhardt","sh0000770","Cooking--North Carolina"
"iahperson_00000103","elizabeth engelhardt","sh0000771","Women--Southern States"
"iahperson_00000103","elizabeth engelhardt","sh0000772","Southern States--Social life and customs"
"iahperson_00000103","elizabeth engelhardt","sh0000773","North Carolina--Social life and customs"
"iahperson_00000103","elizabeth engelhardt","sh0000774","North Carolina"
"iahperson_00000103","elizabeth engelhardt","sh0000775","Southern States--Social conditions"
"iahperson_00000103","elizabeth engelhardt","sh0000776","Barbecuing"
"iahperson_00000103","elizabeth engelhardt","sh0000683","Gender identity"
"iahperson_00000103","elizabeth engelhardt","sh0000777","Appalachian Region"
"iahperson_00000103","elizabeth engelhardt","sh0000279","Feminism and literature"
"iahperson_00000103","elizabeth engelhardt","sh0000778","Women and literature"
"iahperson_00000103","elizabeth engelhardt","sh0000310","Human ecology--Study and teaching"
"iahperson_00000103","elizabeth engelhardt","sh0000779","Ecofeminism"
"iahperson_00000103","elizabeth engelhardt","sh0000780","Ecofeminism in literature"
"iahperson_00000104","elliott moreton","sh0000354","linguistics"
"iahperson_00000104","elliott moreton","sh0000408","phonology"
"iahperson_00000105","emilio del valle escalante","sh0000061","latin american literature"
"iahperson_00000105","emilio del valle escalante","sh0000198","modernity"
"iahperson_00000105","emilio del valle escalante","sh0000265","ethnicity"
"iahperson_00000105","emilio del valle escalante","sh0000312","identity"
"iahperson_00000105","emilio del valle escalante","sh0000313","colonialism"
"iahperson_00000105","emilio del valle escalante","sh0000344","latin american studies"
"iahperson_00000105","emilio del valle escalante","sh0000388","national identity"
"iahperson_00000105","emilio del valle escalante","sh0000390","indigenous studies"
"iahperson_00000105","emilio del valle escalante","sh0000432","race"
"iahperson_00000105","emilio del valle escalante","sh0000464","social movements"
"iahperson_00000105","emilio del valle escalante","sh0000478","spanish"
"iahperson_00000105","emilio del valle escalante","sh0000548","cultural studies"
"iahperson_00000105","emilio del valle escalante","sh0000562","subaltern"
"iahperson_00000105","emilio del valle escalante","sh0000562","post-colonialism"
"iahperson_00000105","emilio del valle escalante","sh0000581","indigenous social movements"
"iahperson_00000105","emilio del valle escalante","sh0000583","indigenous literature"
"iahperson_00000105","emilio del valle escalante","sh0000683","gender"
"iahperson_00000106","emily burrill","sh0000073","french colonial history"
"iahperson_00000106","emily burrill","sh0000103","african studies"
"iahperson_00000106","emily burrill","sh0000192","human rights"
"iahperson_00000106","emily burrill","sh0000362","marriage"
"iahperson_00000106","emily burrill","sh0000368","bio-medical knowledge"
"iahperson_00000106","emily burrill","sh0000524","women's studies"
"iahperson_00000106","emily burrill","sh0000556","midwifery"
"iahperson_00000106","emily burrill","sh0000562","post-colonialism"
"iahperson_00000107","enrique neblett","sh0000029","racial identity"
"iahperson_00000107","enrique neblett","sh0000110","african american studies"
"iahperson_00000107","enrique neblett","sh0000303","health"
"iahperson_00000107","enrique neblett","sh0000373","mental health"
"iahperson_00000107","enrique neblett","sh0000431","psychology"
"iahperson_00000107","enrique neblett","sh0000434","racism"
"iahperson_00000108","eric downing","sh0000101","aesthetics"
"iahperson_00000108","eric downing","sh0000198","modernity"
"iahperson_00000108","eric downing","sh0000281","18th century fiction"
"iahperson_00000108","eric downing","sh0000282","19th century fiction"
"iahperson_00000108","eric downing","sh0000283","narrative fiction"
"iahperson_00000108","eric downing","sh0000296","german"
"iahperson_00000108","eric downing","sh0000301","greek"
"iahperson_00000108","eric downing","sh0000308","ancient-modern relations (using historical philosophy)"
"iahperson_00000108","eric downing","sh0000346","latin"
"iahperson_00000108","eric downing","sh0000357","literary theory"
"iahperson_00000108","eric downing","sh0000359","comparative literature"
"iahperson_00000108","eric downing","sh0000437","literary realism"
"iahperson_00000108","eric downing","sh0000596","history of poetics"
"iahperson_00000112","fitz brundage","sh0000432","race"
"iahperson_00000112","fitz brundage","sh0000468","socialism"
"iahperson_00000112","fitz brundage","sh0000473","american south"
"iahperson_00000112","fitz brundage","sh0000512","american history"
"iahperson_00000112","fitz brundage","sh0000516","utopian socialism"
"iahperson_00000112","fitz brundage","sh0000529","memory"
"iahperson_00000114","florence dore","sh0000055","american literature from 1900 to the present"
"iahperson_00000114","florence dore","sh0000075","southern literature"
"iahperson_00000114","florence dore","sh0000372","literature, medicine, and culture"
"iahperson_00000114","florence dore","sh0000530","critical theory"
"iahperson_00000114","florence dore","sh0000548","cultural studies"
"iahperson_00000118","gabriel trop","sh0000095","poetry and poetics"
"iahperson_00000118","gabriel trop","sh0000101","aesthetics"
"iahperson_00000118","gabriel trop","sh0000249","18th century"
"iahperson_00000118","gabriel trop","sh0000406","philosophy"
"iahperson_00000118","gabriel trop","sh0000416","poetics"
"iahperson_00000118","gabriel trop","sh0000417","poetry"
"iahperson_00000118","gabriel trop","sh0000444","romanticism"
"iahperson_00000118","gabriel trop","sh0000758","German poetry--18th century--History and criticism"
"iahperson_00000118","gabriel trop","sh0000759","German poetry--18th century"
"iahperson_00000118","gabriel trop","sh0000760","German poetry"
"iahperson_00000118","gabriel trop","sh0000417","Poetry"
"iahperson_00000118","gabriel trop","sh0000761","Aesthetics in literature"
"iahperson_00000118","gabriel trop","sh0000762","Germany--Intellectual life--18th century"
"iahperson_00000119","gabriela valdivia","sh0000044","neoliberalism"
"iahperson_00000119","gabriela valdivia","sh0000295","critical resource geography"
"iahperson_00000119","gabriela valdivia","sh0000310","environmental studies"
"iahperson_00000119","gabriela valdivia","sh0000312","identity"
"iahperson_00000119","gabriela valdivia","sh0000344","latin american studies"
"iahperson_00000119","gabriela valdivia","sh0000391","critical resource geography"
"iahperson_00000119","gabriela valdivia","sh0000421","governance"
"iahperson_00000119","gabriela valdivia","sh0000563","political ecology"
"iahperson_00000119","gabriela valdivia","sh0000626","geography"
"iahperson_00000120","gang yue","sh0000140","asian studies"
"iahperson_00000120","gang yue","sh0000141","Curriculum in Asian Studies"
"iahperson_00000120","gang yue","sh0000182","china"
"iahperson_00000120","gang yue","sh0000231","Curriculum in Asian Studies"
"iahperson_00000120","gang yue","sh0000265","ethnic formation"
"iahperson_00000120","gang yue","sh0000266","ethnography"
"iahperson_00000120","gang yue","sh0000388","nationalism"
"iahperson_00000120","gang yue","sh0000421","governance"
"iahperson_00000121","gary w. marks","sh0000212","comparative politics"
"iahperson_00000121","gary w. marks","sh0000272","european studies"
"iahperson_00000121","gary w. marks","sh0000468","socialism"
"iahperson_00000122","genna rae mcneil","sh0000071","american social movements"
"iahperson_00000122","genna rae mcneil","sh0000107","african american women"
"iahperson_00000122","genna rae mcneil","sh0000109","african american religion"
"iahperson_00000122","genna rae mcneil","sh0000110","african american studies"
"iahperson_00000122","genna rae mcneil","sh0000112","agency"
"iahperson_00000122","genna rae mcneil","sh0000191","civil rights"
"iahperson_00000122","genna rae mcneil","sh0000191","civil liberties"
"iahperson_00000122","genna rae mcneil","sh0000440","religious studies"
"iahperson_00000122","genna rae mcneil","sh0000459","activism"
"iahperson_00000122","genna rae mcneil","sh0000464","social movements"
"iahperson_00000122","genna rae mcneil","sh0000499","20th century"
"iahperson_00000122","genna rae mcneil","sh0000524","women's studies"
"iahperson_00000122","genna rae mcneil","sh0000526","youth"
"iahperson_00000123","geoffrey sayre-mccord","sh0000015","adam smith"
"iahperson_00000123","geoffrey sayre-mccord","sh0000245","economics"
"iahperson_00000123","geoffrey sayre-mccord","sh0000274","evolution"
"iahperson_00000123","geoffrey sayre-mccord","sh0000337","epistemology"
"iahperson_00000125","george lensing","sh0000055","american literature from 1900 to the present"
"iahperson_00000125","george lensing","sh0000359","comparative literature"
"iahperson_00000125","george lensing","sh0000512","american studies"
"iahperson_00000127","gerald postema","sh0000264","ethics"
"iahperson_00000127","gerald postema","sh0000349","legal philosophy"
"iahperson_00000127","gerald postema","sh0000352","legal ethics"
"iahperson_00000127","gerald postema","sh0000406","philosophy"
"iahperson_00000127","gerald postema","sh0000512","american studies"
"iahperson_00000127","gerald postema","sh0000532","political philosophy"
"iahperson_00000129","glenn hinson","sh0000094","performance"
"iahperson_00000129","glenn hinson","sh0000108","african american music"
"iahperson_00000129","glenn hinson","sh0000109","african american religion"
"iahperson_00000129","glenn hinson","sh0000110","african american studies"
"iahperson_00000129","glenn hinson","sh0000118","african american poetry"
"iahperson_00000129","glenn hinson","sh0000266","ethnography"
"iahperson_00000129","glenn hinson","sh0000389","vernacular"
"iahperson_00000129","glenn hinson","sh0000440","religious studies"
"iahperson_00000131","graeme robertson","sh0000145","authoritarian political systems"
"iahperson_00000131","graeme robertson","sh0000212","comparative politics"
"iahperson_00000131","graeme robertson","sh0000213","dynamics of competition"
"iahperson_00000131","graeme robertson","sh0000552","russian studies"
"iahperson_00000132","gregory flaxman","sh0000042","literature"
"iahperson_00000132","gregory flaxman","sh0000044","neoliberalism"
"iahperson_00000132","gregory flaxman","sh0000091","film"
"iahperson_00000132","gregory flaxman","sh0000101","aesthetics"
"iahperson_00000132","gregory flaxman","sh0000102","affect theory"
"iahperson_00000132","gregory flaxman","sh0000133","fine art"
"iahperson_00000132","gregory flaxman","sh0000138","art history"
"iahperson_00000132","gregory flaxman","sh0000163","biopolitics"
"iahperson_00000132","gregory flaxman","sh0000406","continental philosophy and critical theory"
"iahperson_00000132","gregory flaxman","sh0000406","philosophy"
"iahperson_00000132","gregory flaxman","sh0000530","continental philosophy and critical theory"
"iahperson_00000132","gregory flaxman","sh0000562","post-colonial theory"
"iahperson_00000133","hassan melehy","sh0000019","england"
"iahperson_00000133","hassan melehy","sh0000040","early modern studies"
"iahperson_00000133","hassan melehy","sh0000091","film"
"iahperson_00000133","hassan melehy","sh0000252","16th century england"
"iahperson_00000133","hassan melehy","sh0000253","17th century england"
"iahperson_00000133","hassan melehy","sh0000272","european studies"
"iahperson_00000133","hassan melehy","sh0000291","16th century france"
"iahperson_00000133","hassan melehy","sh0000292","17th century france"
"iahperson_00000133","hassan melehy","sh0000293","french"
"iahperson_00000133","hassan melehy","sh0000359","comparative literature"
"iahperson_00000133","hassan melehy","sh0000416","poetics"
"iahperson_00000133","hassan melehy","sh0000417","poetry"
"iahperson_00000133","hassan melehy","sh0000530","critical theory"
"iahperson_00000133","hassan melehy","sh0000534","beat generation"
"iahperson_00000133","hassan melehy","sh0000592","early modern french"
"iahperson_00000135","heidi kim","sh0000117","american literature"
"iahperson_00000135","heidi kim","sh0000143","asian american studies"
"iahperson_00000135","heidi kim","sh0000265","ethnicity"
"iahperson_00000135","heidi kim","sh0000286","food"
"iahperson_00000135","heidi kim","sh0000306","historiography"
"iahperson_00000135","heidi kim","sh0000505","19th century america"
"iahperson_00000135","heidi kim","sh0000507","19th century america"
"iahperson_00000135","heidi kim","sh0000508","20th century america"
"iahperson_00000135","heidi kim","sh0000525","world war ii "
"iahperson_00000138","hong-an truong","sh0000133","fine art"
"iahperson_00000138","hong-an truong","sh0000409","photography"
"iahperson_00000140","inger brodey","sh0000042","literature"
"iahperson_00000140","inger brodey","sh0000042","literature"
"iahperson_00000140","inger brodey","sh0000082","japanese studies"
"iahperson_00000140","inger brodey","sh0000091","film"
"iahperson_00000140","inger brodey","sh0000140","asian studies"
"iahperson_00000140","inger brodey","sh0000166","history of the novel (englandfrancegermanyjapan)"
"iahperson_00000140","inger brodey","sh0000228","cross-cultural comparison"
"iahperson_00000140","inger brodey","sh0000258","english literature from 1660 to 1789"
"iahperson_00000140","inger brodey","sh0000268","18th century europe"
"iahperson_00000140","inger brodey","sh0000269","19th century europe"
"iahperson_00000140","inger brodey","sh0000272","european studies"
"iahperson_00000140","inger brodey","sh0000283","novel"
"iahperson_00000140","inger brodey","sh0000321","intellectual history"
"iahperson_00000140","inger brodey","sh0000328","18th century japan"
"iahperson_00000140","inger brodey","sh0000329","19th century japan"
"iahperson_00000140","inger brodey","sh0000338","landscape"
"iahperson_00000140","inger brodey","sh0000359","comparative literature"
"iahperson_00000140","inger brodey","sh0000406","philosophy"
"iahperson_00000140","inger brodey","sh0000532","political philosophy"
"iahperson_00000140","inger brodey","sh0000555","landscape literature"
"iahperson_00000140","inger brodey","sh0000647","interdisciplinary approaches"
"iahperson_00000145","james e. ketch","sh0000094","performance"
"iahperson_00000145","james e. ketch","sh0000331","jazz"
"iahperson_00000145","james e. ketch","sh0000380","music"
"iahperson_00000145","james e. ketch","sh0000497","trumpet "
"iahperson_00000146","james leloudis","sh0000246","education"
"iahperson_00000146","james leloudis","sh0000432","race"
"iahperson_00000146","james leloudis","sh0000473","american south"
"iahperson_00000146","james leloudis","sh0000512","american studies"
"iahperson_00000146","james leloudis","sh0000540","labor"
"iahperson_00000148","james o'hara","sh0000008","vergil"
"iahperson_00000148","james o'hara","sh0000060","ancient novel"
"iahperson_00000148","james o'hara","sh0000196","classics"
"iahperson_00000148","james o'hara","sh0000262","epic"
"iahperson_00000148","james o'hara","sh0000283","novel"
"iahperson_00000148","james o'hara","sh0000301","greek"
"iahperson_00000148","james o'hara","sh0000304","hellenistic period"
"iahperson_00000148","james o'hara","sh0000346","latin"
"iahperson_00000148","james o'hara","sh0000417","poetry"
"iahperson_00000148","james o'hara","sh0000426","hellenistic poetry"
"iahperson_00000148","james o'hara","sh0000445","augustan period"
"iahperson_00000148","james o'hara","sh0000561","didactic"
"iahperson_00000149","james p. thompson","sh0000040","early modern studies"
"iahperson_00000149","james p. thompson","sh0000230","cultural exchange"
"iahperson_00000149","james p. thompson","sh0000249","18th century"
"iahperson_00000149","james p. thompson","sh0000255","english literature"
"iahperson_00000149","james p. thompson","sh0000258","english literature from 1660 to 1789"
"iahperson_00000149","james p. thompson","sh0000283","novel"
"iahperson_00000149","james p. thompson","sh0000283","fiction"
"iahperson_00000149","james p. thompson","sh0000357","literary theory"
"iahperson_00000149","james p. thompson","sh0000469","historical sociology of culture"
"iahperson_00000149","james p. thompson","sh0000530","critical theory"
"iahperson_00000149","james p. thompson","sh0000530","critical theory and cultural studies"
"iahperson_00000149","james p. thompson","sh0000638","historical sociology of culture"
"iahperson_00000150","james peacock","sh0000140","asian studies"
"iahperson_00000150","james peacock","sh0000142","southeast asia"
"iahperson_00000150","james peacock","sh0000312","identity"
"iahperson_00000150","james peacock","sh0000473","sourtheast america"
"iahperson_00000150","james peacock","sh0000512","american studies"
"iahperson_00000150","james peacock","sh0000529","memory"
"iahperson_00000150","james peacock","sh0000572","global studies"
"iahperson_00000152","james w. coleman","sh0000054","american literature to 1900"
"iahperson_00000152","james w. coleman","sh0000110","african american studies"
"iahperson_00000152","james w. coleman","sh0000116","african american literature"
"iahperson_00000152","james w. coleman","sh0000432","race"
"iahperson_00000152","james w. coleman","sh0000512","american studies"
"iahperson_00000154","jane danielewicz","sh0000148","contemporary women's autobiography"
"iahperson_00000154","jane danielewicz","sh0000254","the english language"
"iahperson_00000154","jane danielewicz","sh0000312","identity"
"iahperson_00000154","jane danielewicz","sh0000354","linguistics"
"iahperson_00000154","jane danielewicz","sh0000356","literacy"
"iahperson_00000154","jane danielewicz","sh0000357","writing"
"iahperson_00000154","jane danielewicz","sh0000443","rhetoric"
"iahperson_00000154","jane danielewicz","sh0000490","pedagogy"
"iahperson_00000154","jane danielewicz","sh0000594","genre theory"
"iahperson_00000154","jane danielewicz","sh0000619","first-year writing"
"iahperson_00000156","jane thrailkill","sh0000054","american literature to 1900"
"iahperson_00000156","jane thrailkill","sh0000117","american literature"
"iahperson_00000156","jane thrailkill","sh0000180","depictions of the child (art)"
"iahperson_00000156","jane thrailkill","sh0000181","depictions of the child (lit)"
"iahperson_00000156","jane thrailkill","sh0000358","philosophy and literature"
"iahperson_00000156","jane thrailkill","sh0000370","medicine"
"iahperson_00000156","jane thrailkill","sh0000371","medical humanities"
"iahperson_00000156","jane thrailkill","sh0000372","literature, medicine, and culture"
"iahperson_00000156","jane thrailkill","sh0000392","Literary naturalism"
"iahperson_00000156","jane thrailkill","sh0000437","literary realism"
"iahperson_00000156","jane thrailkill","sh0000449","history and philosophy of science"
"iahperson_00000156","jane thrailkill","sh0000452","science and literature"
"iahperson_00000156","jane thrailkill","sh0000506","american civil war"
"iahperson_00000156","jane thrailkill","sh0000512","american studies"
"iahperson_00000156","jane thrailkill","sh0000530","critical theory and cultural studies"
"iahperson_00000156","jane thrailkill","sh0000530","critical theory"
"iahperson_00000156","jane thrailkill","sh0000548","cultural studies"
"iahperson_00000157","janice bardsley","sh0000082","japanese studies"
"iahperson_00000157","janice bardsley","sh0000091","film"
"iahperson_00000157","janice bardsley","sh0000140","asian studies"
"iahperson_00000157","janice bardsley","sh0000283","fiction"
"iahperson_00000157","janice bardsley","sh0000494","theater"
"iahperson_00000157","janice bardsley","sh0000524","women's studies"
"iahperson_00000157","janice bardsley","sh0000533","cold war"
"iahperson_00000161","jay smith","sh0000020","french revolution"
"iahperson_00000161","jay smith","sh0000203","sports programs"
"iahperson_00000161","jay smith","sh0000246","education"
"iahperson_00000161","jay smith","sh0000249","18th century"
"iahperson_00000161","jay smith","sh0000290","french studies"
"iahperson_00000161","jay smith","sh0000455","17th century"
"iahperson_00000161","jay smith","sh0000625","early-modern france"
"iahperson_00000161","jay smith","sh0000637","history of language"
"iahperson_00000162","jean desaix","sh0000158","biology"
"iahperson_00000162","jean desaix","sh0000303","health"
"iahperson_00000163","jeanne moskal","sh0000070","british romanticism"
"iahperson_00000163","jeanne moskal","sh0000259","english literature from 1789 to 1900 (nineteenth-century british literature)"
"iahperson_00000163","jeanne moskal","sh0000283","novel"
"iahperson_00000163","jeanne moskal","sh0000379","missions"
"iahperson_00000163","jeanne moskal","sh0000440","religious studies"
"iahperson_00000163","jeanne moskal","sh0000523","women writers"
"iahperson_00000163","jeanne moskal","sh0000524","women's studies"
"iahperson_00000163","jeanne moskal","sh0000533","cold war"
"iahperson_00000163","jeanne moskal","sh0000542","travel writing"
"iahperson_00000163","jeanne moskal","sh0000686","fundamentalism"
"iahperson_00000164","Jeannie Loeb","sh0000431","Psychology"
"iahperson_00000164","Jeannie Loeb","sh0000806","Neurosciences"
"iahperson_00000166","jennifer gates-foster","sh0000017","egypt"
"iahperson_00000166","jennifer gates-foster","sh0000124","anthropology"
"iahperson_00000166","jennifer gates-foster","sh0000130","archaeology"
"iahperson_00000166","jennifer gates-foster","sh0000265","ethnicity"
"iahperson_00000166","jennifer gates-foster","sh0000304","hellenistic period"
"iahperson_00000166","jennifer gates-foster","sh0000312","identity"
"iahperson_00000166","jennifer gates-foster","sh0000446","roman history"
"iahperson_00000166","jennifer gates-foster","sh0000555","imagined landscapes "
"iahperson_00000167","jennifer ho","sh0000055","american literature from 1900 to the present"
"iahperson_00000167","jennifer ho","sh0000074","contemporary american literature"
"iahperson_00000167","jennifer ho","sh0000143","asian american studies"
"iahperson_00000167","jennifer ho","sh0000312","identity"
"iahperson_00000167","jennifer ho","sh0000432","race"
"iahperson_00000167","jennifer ho","sh0000432","critical race studies"
"iahperson_00000167","jennifer ho","sh0000432","critical race theory"
"iahperson_00000167","jennifer ho","sh0000434","racism"
"iahperson_00000167","jennifer ho","sh0000490","pedagogy"
"iahperson_00000167","jennifer ho","sh0000530","critical theory and cultural studies"
"iahperson_00000167","jennifer ho","sh0000543","asian american literature"
"iahperson_00000167","jennifer ho","sh0000548","cultural studies"
"iahperson_00000168","jennifer smith","sh0000241","east asian languages "
"iahperson_00000168","jennifer smith","sh0000330","japanese"
"iahperson_00000168","jennifer smith","sh0000343","artificial-language learning"
"iahperson_00000168","jennifer smith","sh0000354","linguistics"
"iahperson_00000168","jennifer smith","sh0000408","phonology"
"iahperson_00000169","jerma jackson","sh0000110","african american studies"
"iahperson_00000169","jerma jackson","sh0000188","urban studies"
"iahperson_00000169","jerma jackson","sh0000193","cultural history"
"iahperson_00000169","jerma jackson","sh0000364","mass culture"
"iahperson_00000169","jerma jackson","sh0000380","music"
"iahperson_00000169","jerma jackson","sh0000440","religious studies"
"iahperson_00000169","jerma jackson","sh0000440","religion"
"iahperson_00000169","jerma jackson","sh0000447","urban migration"
"iahperson_00000169","jerma jackson","sh0000462","social history"
"iahperson_00000169","jerma jackson","sh0000499","20th century"
"iahperson_00000169","jerma jackson","sh0000524","women's studies"
"iahperson_00000169","jerma jackson","sh0000642","industrialization"
"iahperson_00000173","jessica tanner","sh0000048","space"
"iahperson_00000173","jessica tanner","sh0000050","cultural geography"
"iahperson_00000173","jessica tanner","sh0000101","aesthetics"
"iahperson_00000173","jessica tanner","sh0000242","ecology"
"iahperson_00000173","jessica tanner","sh0000293","french"
"iahperson_00000173","jessica tanner","sh0000313","imperialism"
"iahperson_00000173","jessica tanner","sh0000397","19th century"
"iahperson_00000173","jessica tanner","sh0000456","sexuality"
"iahperson_00000173","jessica tanner","sh0000530","critical theory"
"iahperson_00000173","jessica tanner","sh0000591","french literature"
"iahperson_00000174","jessica wolfe","sh0000057","history of classical scholarship"
"iahperson_00000174","jessica wolfe","sh0000069","romance"
"iahperson_00000174","jessica wolfe","sh0000095","poetry and poetics"
"iahperson_00000174","jessica wolfe","sh0000166","history of the book"
"iahperson_00000174","jessica wolfe","sh0000196","classics"
"iahperson_00000174","jessica wolfe","sh0000197","medieval studies"
"iahperson_00000174","jessica wolfe","sh0000200","classical reception"
"iahperson_00000174","jessica wolfe","sh0000257","english literature from 1485 to 1660 (including milton)"
"iahperson_00000174","jessica wolfe","sh0000262","epic"
"iahperson_00000174","jessica wolfe","sh0000293","french"
"iahperson_00000174","jessica wolfe","sh0000321","intellectual history"
"iahperson_00000174","jessica wolfe","sh0000358","philosophy and literature"
"iahperson_00000174","jessica wolfe","sh0000359","comparative literature"
"iahperson_00000174","jessica wolfe","sh0000416","poetics"
"iahperson_00000174","jessica wolfe","sh0000417","poetry"
"iahperson_00000174","jessica wolfe","sh0000442","renaissance studies"
"iahperson_00000174","jessica wolfe","sh0000449","history of science"
"iahperson_00000174","jessica wolfe","sh0000520","visual culture"
"iahperson_00000175","jim hirschfield","sh0000048","space"
"iahperson_00000175","jim hirschfield","sh0000310","environmental studies"
"iahperson_00000175","jim hirschfield","sh0000486","ethereal"
"iahperson_00000175","jim hirschfield","sh0000531","sacred space"
"iahperson_00000176","Jina Valentine","sh0000081","Digital humanities"
"iahperson_00000176","Jina Valentine","sh0000105","African American art"
"iahperson_00000176","Jina Valentine","sh0000110","African Americans--Study and teaching"
"iahperson_00000176","Jina Valentine","sh0000544","African Americans--Intellectual life"
"iahperson_00000176","Jina Valentine","sh0000553","African Americans in popular culture"
"iahperson_00000176","Jina Valentine","sh0000802","African American martial artists"
"iahperson_00000176","Jina Valentine","sh0000803","African American artists"
"iahperson_00000176","Jina Valentine","sh0000804","Found objects (Art)"
"iahperson_00000176","Jina Valentine","sh0000048","Space"
"iahperson_00000176","Jina Valentine","sh0000805","Papermaking"
"iahperson_00000176","Jina Valentine","sh0000132","Archives"
"iahperson_00000179","jocelyn chua","sh0000124","anthropology"
"iahperson_00000179","jocelyn chua","sh0000303","health"
"iahperson_00000179","jocelyn chua","sh0000373","mental health"
"iahperson_00000179","jocelyn chua","sh0000472","south asia"
"iahperson_00000179","jocelyn chua","sh0000485","suicide"
"iahperson_00000179","jocelyn chua","sh0000572","globalization"
"iahperson_00000179","jocelyn chua","sh0000615","illness"
"iahperson_00000180","jocelyn neal","sh0000067","american popular music"
"iahperson_00000180","jocelyn neal","sh0000222","commercial country music"
"iahperson_00000180","jocelyn neal","sh0000380","music"
"iahperson_00000180","jocelyn neal","sh0000383","music theory"
"iahperson_00000180","jocelyn neal","sh0000384","popular music"
"iahperson_00000180","jocelyn neal","sh0000386","music analysis"
"iahperson_00000180","jocelyn neal","sh0000512","american studies"
"iahperson_00000180","jocelyn neal","sh0000587","dance/music interactions in popular music"
"iahperson_00000180","jocelyn neal","sh0000597","dance/music interactions in popular music"
"iahperson_00000181","jodi magness","sh0000026","military history"
"iahperson_00000181","jodi magness","sh0000130","archaeology"
"iahperson_00000181","jodi magness","sh0000169","byzantine history"
"iahperson_00000181","jodi magness","sh0000275","archaeology of israel"
"iahperson_00000181","jodi magness","sh0000326","islamic studies"
"iahperson_00000181","jodi magness","sh0000333","diaspora judaism "
"iahperson_00000181","jodi magness","sh0000335","judaism"
"iahperson_00000181","jodi magness","sh0000377","ancient military"
"iahperson_00000181","jodi magness","sh0000425","pottery"
"iahperson_00000181","jodi magness","sh0000446","roman history"
"iahperson_00000181","jodi magness","sh0000488","synagogues"
"iahperson_00000181","jodi magness","sh0000528","islamic history"
"iahperson_00000183","john bowles","sh0000081","digital humanities"
"iahperson_00000183","john bowles","sh0000105","african american art"
"iahperson_00000183","john bowles","sh0000110","african american studies"
"iahperson_00000183","john bowles","sh0000278","feminism"
"iahperson_00000183","john bowles","sh0000404","performance art"
"iahperson_00000183","john bowles","sh0000432","race"
"iahperson_00000183","john bowles","sh0000508","20th century america"
"iahperson_00000183","john bowles","sh0000524","women's studies"
"iahperson_00000183","john bowles","sh0000683","gender"
"iahperson_00000184","john c. boger","sh0000191","civil rights"
"iahperson_00000184","john c. boger","sh0000191","civil liberties"
"iahperson_00000184","john c. boger","sh0000238","discrimination"
"iahperson_00000184","john c. boger","sh0000246","education"
"iahperson_00000184","john c. boger","sh0000248","education law"
"iahperson_00000184","john c. boger","sh0000348","law"
"iahperson_00000184","john c. boger","sh0000427","poverty"
"iahperson_00000184","john c. boger","sh0000432","race"
"iahperson_00000184","john c. boger","sh0000503","constitutional law"
"iahperson_00000185","john c. chasteen","sh0000012","brazil"
"iahperson_00000185","john c. chasteen","sh0000171","caribbean"
"iahperson_00000185","john c. chasteen","sh0000172","carnival"
"iahperson_00000185","john c. chasteen","sh0000193","cultural history"
"iahperson_00000185","john c. chasteen","sh0000312","identity"
"iahperson_00000185","john c. chasteen","sh0000312","identity formation"
"iahperson_00000185","john c. chasteen","sh0000344","latin american studies"
"iahperson_00000185","john c. chasteen","sh0000388","nationalism"
"iahperson_00000185","john c. chasteen","sh0000397","19th century"
"iahperson_00000185","john c. chasteen","sh0000645","insurgency"
"iahperson_00000189","john mcgowan","sh0000259","english literature from 1789 to 1900 (nineteenth-century british literature)"
"iahperson_00000189","john mcgowan","sh0000357","theory"
"iahperson_00000189","john mcgowan","sh0000359","comparative literature"
"iahperson_00000189","john mcgowan","sh0000372","literature, medicine, and culture"
"iahperson_00000189","john mcgowan","sh0000424","postmodern"
"iahperson_00000189","john mcgowan","sh0000530","critical theory and cultural studies"
"iahperson_00000189","john mcgowan","sh0000548","cultural studies"
"iahperson_00000190","john nadas","sh0000064","19th-century italian opera"
"iahperson_00000190","john nadas","sh0000197","medieval studies"
"iahperson_00000190","john nadas","sh0000284","15th century"
"iahperson_00000190","john nadas","sh0000288","14th century"
"iahperson_00000190","john nadas","sh0000290","french studies"
"iahperson_00000190","john nadas","sh0000327","italy"
"iahperson_00000190","john nadas","sh0000397","19th century"
"iahperson_00000190","john nadas","sh0000399","opera"
"iahperson_00000190","john nadas","sh0000442","renaissance studies"
"iahperson_00000191","john roberts","sh0000176","chance"
"iahperson_00000191","john roberts","sh0000348","legal"
"iahperson_00000191","john roberts","sh0000406","philosophy"
